#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 259000      1.29e+00    5.82e-01      3.36e-03    7.34e-03      5.46e-02    2.46e-02    5.6e-04
 260000      8.08e-01    9.13e-01      1.22e-02    1.54e-03      3.43e-02    3.89e-02    5.5e-04
 261000      9.32e-01    3.96e-01      8.13e-03    1.62e-02      3.97e-02    1.62e-02    5.5e-04
 262000      6.38e-01    1.27e+00      3.51e-02    5.90e-03      2.51e-02    5.40e-02    5.5e-04
 263000      6.77e-01    1.01e+00      7.46e-04    1.49e-03      2.89e-02    4.31e-02    5.5e-04
 264000      9.23e-01    5.17e-01      7.74e-03    1.74e-03      3.93e-02    2.21e-02    5.5e-04
 265000      8.66e-01    8.01e-01      1.47e-02    8.92e-03      3.69e-02    3.43e-02    5.4e-04
 266000      6.01e-01    1.11e+00      1.55e-02    3.68e-03      2.53e-02    4.77e-02    5.4e-04
 267000      1.02e+00    9.78e-01      1.14e-03    2.35e-02      4.36e-02    4.13e-02    5.4e-04
 268000      5.56e-01    3.10e-01      1.30e-02    1.18e-03      2.35e-02    1.33e-02    5.4e-04
 269000      2.34e+00    9.81e-01      2.85e-03    1.86e-02      1.00e-01    4.17e-02    5.4e-04
 270000      1.62e+00    1.63e+00      3.84e-03    8.73e-03      6.97e-02    7.03e-02    5.4e-04
 271000      1.41e+00    7.72e-01      3.13e-03    4.09e-03      6.07e-02    3.33e-02    5.4e-04
 272000      9.40e-01    2.35e+00      2.31e-02    7.20e-03      3.99e-02    1.01e-01    5.4e-04
 273000      7.95e-01    3.65e-01      1.96e-02    6.57e-04      3.38e-02    1.57e-02    5.4e-04
 274000      7.83e-01    5.94e-01      1.50e-02    1.76e-02      3.35e-02    2.50e-02    5.4e-04
 275000      3.29e-01    1.73e+00      4.96e-03    4.25e-03      1.42e-02    7.50e-02    5.3e-04
 276000      6.08e-01    8.57e-01      3.39e-03    1.45e-02      2.64e-02    3.69e-02    5.3e-04
 277000      1.36e+00    6.58e-01      2.03e-02    1.60e-02      5.84e-02    2.81e-02    5.3e-04
 278000      6.22e-01    4.38e-01      5.73e-03    4.72e-03      2.69e-02    1.89e-02    5.3e-04
 279000      1.25e+00    7.78e-01      2.75e-03    1.88e-02      5.42e-02    3.32e-02    5.3e-04
 280000      3.85e-01    6.62e-01      4.05e-02    2.53e-03      1.09e-02    2.89e-02    5.2e-04
 281000      1.01e+00    4.27e-01      2.95e-02    7.03e-03      4.29e-02    1.85e-02    5.2e-04
 282000      8.76e-01    7.03e-01      1.12e-02    1.08e-02      3.80e-02    3.05e-02    5.2e-04
 283000      7.48e-01    4.71e-01      9.53e-03    8.21e-03      3.25e-02    2.04e-02    5.2e-04
 284000      7.28e-01    8.05e-01      2.65e-02    5.86e-03      3.06e-02    3.51e-02    5.2e-04
 285000      9.74e-01    9.50e-01      9.47e-03    1.96e-03      4.26e-02    4.17e-02    5.2e-04
 286000      1.52e+00    8.10e-01      4.42e-03    1.39e-02      6.67e-02    3.52e-02    5.2e-04
 287000      8.45e-01    7.78e-01      1.83e-02    1.03e-04      3.66e-02    3.42e-02    5.2e-04
 288000      4.39e-01    6.32e-01      8.55e-04    4.27e-04      1.93e-02    2.77e-02    5.2e-04
 289000      4.84e-01    8.32e-01      1.63e-02    8.94e-03      2.06e-02    3.64e-02    5.2e-04
 290000      3.56e-01    5.39e-01      1.21e-02    1.92e-02      1.52e-02    2.30e-02    5.1e-04
 291000      1.11e+00    1.45e+00      1.70e-02    1.85e-02      4.86e-02    6.39e-02    5.1e-04
 292000      5.90e-01    8.68e-01      2.10e-02    4.23e-03      2.51e-02    3.83e-02    5.1e-04
 293000      7.02e-01    7.46e-01      1.36e-02    3.13e-02      3.07e-02    3.13e-02    5.1e-04
 294000      6.28e-01    3.79e-01      9.65e-03    6.41e-03      2.76e-02    1.66e-02    5.1e-04
 295000      7.41e-01    9.65e-01      7.82e-04    2.65e-02      3.29e-02    4.20e-02    5.1e-04
 296000      1.15e+00    1.22e+00      3.08e-02    1.76e-02      5.02e-02    5.38e-02    5.1e-04
 297000      7.52e-01    5.95e-01      4.31e-03    4.47e-03      3.34e-02    2.64e-02    5.1e-04
 298000      1.73e+00    4.47e-01      1.33e-02    5.00e-03      7.65e-02    1.98e-02    5.1e-04
 299000      5.83e-01    6.50e-01      3.16e-03    1.58e-02      2.59e-02    2.84e-02    5.1e-04
 300000      1.27e+00    6.33e-01      1.33e-02    8.91e-03      5.66e-02    2.81e-02    5.0e-04
 301000      4.13e-01    3.07e-01      6.78e-03    6.86e-03      1.83e-02    1.35e-02    5.0e-04
 302000      4.47e-01    1.07e+00      5.87e-03    2.04e-02      1.99e-02    4.72e-02    5.0e-04
 303000      9.14e-01    1.27e+00      1.06e-02    2.26e-03      4.07e-02    5.65e-02    5.0e-04
 304000      5.91e-01    5.74e-01      1.29e-02    9.67e-03      2.61e-02    2.54e-02    5.0e-04
 305000      7.06e-01    6.20e-01      2.53e-02    4.02e-03      3.06e-02    2.78e-02    5.0e-04
 306000      9.19e-01    9.71e-01      7.14e-04    2.08e-02      4.12e-02    4.30e-02    5.0e-04
 307000      1.78e+00    6.81e-01      2.10e-02    1.81e-02      7.96e-02    3.00e-02    5.0e-04
 308000      5.07e-01    9.67e-01      2.26e-02    1.91e-02      2.15e-02    4.30e-02    5.0e-04
 309000      4.48e-01    6.93e-01      5.77e-03    5.01e-03      2.00e-02    3.11e-02    5.0e-04
 310000      4.39e-01    3.71e-01      6.44e-03    8.03e-03      1.97e-02    1.65e-02    4.9e-04
 311000      3.79e-01    8.30e-01      6.28e-03    6.68e-03      1.70e-02    3.74e-02    4.9e-04
 312000      6.27e-01    3.45e-01      1.67e-02    1.69e-02      2.78e-02    1.45e-02    4.9e-04
 313000      5.14e-01    4.67e-01      2.49e-02    4.80e-03      2.16e-02    2.10e-02    4.9e-04
 314000      6.36e-01    4.25e-01      1.31e-03    3.10e-03      2.87e-02    1.91e-02    4.9e-04
 315000      9.54e-01    6.97e-01      3.81e-02    1.08e-02      4.13e-02    3.14e-02    4.8e-04
 316000      3.90e-01    8.73e-01      7.39e-03    8.20e-03      1.75e-02    3.96e-02    4.8e-04
 317000      4.84e-01    8.32e-01      6.58e-03    5.36e-03      2.19e-02    3.78e-02    4.8e-04
 318000      5.55e-01    4.97e-01      1.52e-02    2.00e-02      2.47e-02    2.15e-02    4.8e-04
 319000      4.88e-01    8.17e-01      1.17e-03    4.62e-03      2.22e-02    3.71e-02    4.8e-04
 320000      6.89e-01    6.99e-01      2.22e-04    1.51e-03      3.15e-02    3.19e-02    4.8e-04
 321000      8.66e-01    5.21e-01      1.10e-02    1.95e-02      3.94e-02    2.28e-02    4.8e-04
 322000      4.44e-01    7.01e-01      1.06e-02    2.36e-02      2.00e-02    3.10e-02    4.8e-04
 323000      1.05e+00    6.05e-01      2.80e-02    3.34e-04      4.71e-02    2.76e-02    4.8e-04
 324000      4.36e-01    1.06e+00      4.06e-03    1.18e-02      1.98e-02    4.80e-02    4.8e-04
 325000      7.40e-01    1.03e+00      1.54e-03    9.17e-03      3.40e-02    4.70e-02    4.7e-04
 326000      6.43e-01    4.54e-01      1.75e-03    8.31e-03      2.95e-02    2.07e-02    4.7e-04
 327000      4.76e-01    7.96e-01      1.07e-02    1.51e-02      2.16e-02    3.62e-02    4.7e-04
 328000      6.32e-01    1.49e+00      4.38e-03    1.04e-02      2.90e-02    6.86e-02    4.7e-04
 329000      5.25e-01    1.56e+00      8.13e-03    3.27e-03      2.40e-02    7.15e-02    4.7e-04
 330000      1.18e+00    7.96e-01      8.47e-03    5.49e-03      5.44e-02    3.67e-02    4.7e-04
 331000      3.18e-01    1.04e+00      7.07e-04    2.08e-02      1.47e-02    4.76e-02    4.7e-04
 332000      8.20e-01    4.34e-01      1.88e-02    8.23e-03      3.73e-02    1.98e-02    4.7e-04
 333000      3.05e-01    1.32e+00      6.82e-03    2.19e-02      1.39e-02    6.04e-02    4.7e-04
 334000      4.98e-01    3.40e-01      8.51e-03    2.30e-02      2.28e-02    1.35e-02    4.7e-04
 335000      7.62e-01    7.49e-01      2.89e-03    1.88e-03      3.54e-02    3.48e-02    4.6e-04
 336000      5.90e-01    6.80e-01      2.01e-02    1.76e-02      2.65e-02    3.10e-02    4.6e-04
 337000      9.69e-01    7.35e-01      2.13e-03    1.42e-02      4.50e-02    3.38e-02    4.6e-04
 338000      7.44e-01    1.10e+00      1.24e-02    1.15e-02      3.43e-02    5.11e-02    4.6e-04
 339000      4.00e-01    2.50e-01      2.86e-02    1.29e-02      1.56e-02    1.06e-02    4.6e-04
 340000      1.38e+00    1.07e+00      2.10e-02    1.76e-02      6.39e-02    4.96e-02    4.6e-04
 341000      9.92e-01    6.62e-01      5.26e-02    4.75e-03      4.23e-02    3.09e-02    4.6e-04
 342000      1.38e+00    6.68e-01      1.41e-02    2.75e-03      6.41e-02    3.12e-02    4.6e-04
 343000      5.63e-01    7.55e-01      1.43e-02    7.05e-03      2.58e-02    3.52e-02    4.6e-04
 344000      5.62e-01    7.60e-01      8.34e-03    2.22e-03      2.61e-02    3.55e-02    4.6e-04
 345000      5.23e-01    1.23e+00      1.07e-03    1.32e-02      2.46e-02    5.75e-02    4.5e-04
 346000      8.56e-01    6.14e-01      1.47e-02    3.29e-04      3.99e-02    2.89e-02    4.5e-04
 347000      4.96e-01    9.20e-01      8.58e-04    5.99e-04      2.33e-02    4.32e-02    4.5e-04
 348000      7.44e-01    8.35e-01      5.92e-03    1.98e-02      3.49e-02    3.86e-02    4.5e-04
 349000      1.57e+00    4.95e-01      9.26e-03    2.55e-04      7.39e-02    2.33e-02    4.5e-04
 350000      4.77e-01    4.47e-01      4.86e-04    5.03e-03      2.26e-02    2.11e-02    4.5e-04
 351000      5.85e-01    6.44e-01      3.03e-03    7.06e-03      2.76e-02    3.03e-02    4.5e-04
 352000      3.03e-01    8.10e-01      1.12e-02    4.38e-03      1.37e-02    3.83e-02    4.5e-04
 353000      9.73e-01    1.37e+00      1.20e-02    1.70e-02      4.58e-02    6.46e-02    4.5e-04
 354000      8.16e-01    1.36e+00      1.82e-02    1.72e-02      3.80e-02    6.39e-02    4.5e-04
 355000      7.40e-01    1.25e+00      8.04e-03    8.47e-03      3.51e-02    5.95e-02    4.4e-04
 356000      8.67e-01    4.29e-01      5.07e-05    1.57e-02      4.12e-02    1.96e-02    4.4e-04
 357000      4.93e-01    4.37e-01      1.82e-03    1.84e-02      2.34e-02    1.96e-02    4.4e-04
 358000      4.84e-01    4.63e-01      3.54e-03    8.11e-03      2.30e-02    2.18e-02    4.4e-04
 359000      4.14e-01    7.71e-01      1.75e-02    4.96e-03      1.86e-02    3.66e-02    4.4e-04
 360000      1.28e+00    4.72e-01      9.92e-03    3.62e-03      6.12e-02    2.25e-02    4.4e-04
 361000      4.34e-01    6.27e-01      1.18e-02    9.25e-03      2.03e-02    2.98e-02    4.4e-04
 362000      6.71e-01    4.24e-01      7.77e-03    6.45e-03      3.19e-02    2.01e-02    4.4e-04
 363000      5.51e-01    9.21e-01      1.54e-02    1.27e-02      2.57e-02    4.38e-02    4.4e-04
 364000      6.94e-01    7.31e-01      4.90e-03    2.64e-03      3.32e-02    3.50e-02    4.4e-04
 365000      1.63e+00    6.10e-01      9.96e-03    4.77e-03      7.81e-02    2.93e-02    4.3e-04
 366000      7.06e-01    4.52e-01      2.14e-02    1.02e-02      3.30e-02    2.14e-02    4.3e-04
 367000      6.73e-01    8.86e-01      7.71e-03    7.81e-03      3.23e-02    4.25e-02    4.3e-04
 368000      9.96e-01    4.46e-01      1.98e-02    1.16e-02      4.73e-02    2.10e-02    4.3e-04
 369000      7.82e-01    9.38e-01      1.84e-02    2.17e-02      3.70e-02    4.44e-02    4.3e-04
 370000      4.84e-01    9.58e-01      1.11e-02    9.51e-03      2.30e-02    4.62e-02    4.3e-04
 371000      7.91e-01    3.04e-01      2.14e-02    1.10e-02      3.74e-02    1.41e-02    4.3e-04
 372000      9.89e-01    4.04e-01      3.06e-03    1.53e-03      4.79e-02    1.95e-02    4.3e-04
 373000      7.45e-01    6.16e-01      2.99e-03    1.37e-03      3.60e-02    2.98e-02    4.3e-04
 374000      1.12e+00    5.69e-01      1.19e-02    5.41e-03      5.38e-02    2.75e-02    4.3e-04
 375000      6.98e-01    4.42e-01      2.75e-02    1.09e-02      3.22e-02    2.11e-02    4.2e-04
 376000      7.39e-01    6.87e-01      1.08e-02    3.13e-02      3.57e-02    3.12e-02    4.2e-04
 377000      9.41e-01    1.51e+00      5.68e-03    9.74e-03      4.57e-02    7.31e-02    4.2e-04
 378000      7.96e-01    5.54e-01      3.12e-03    5.21e-04      3.87e-02    2.70e-02    4.2e-04
 379000      3.33e+00    5.19e-01      4.84e-02    8.17e-04      1.61e-01    2.53e-02    4.2e-04
 380000      5.21e-01    1.20e+00      2.50e-03    1.49e-02      2.55e-02    5.85e-02    4.2e-04
 381000      4.81e-01    4.11e-01      1.30e-02    8.00e-03      2.30e-02    1.99e-02    4.2e-04
 382000      3.66e-01    1.03e+00      5.50e-03    1.49e-02      1.78e-02    5.00e-02    4.2e-04
 383000      6.71e-01    5.74e-01      3.79e-03    1.41e-03      3.28e-02    2.81e-02    4.2e-04
 384000      1.50e+00    4.77e-01      3.12e-04    1.21e-02      7.36e-02    2.29e-02    4.2e-04
 385000      1.32e+00    4.02e-01      1.99e-02    1.01e-02      6.43e-02    1.94e-02    4.1e-04
 386000      1.31e+00    9.03e-01      3.41e-02    2.18e-02      6.33e-02    4.36e-02    4.1e-04
 387000      1.37e+00    8.17e-01      1.12e-02    3.36e-02      6.74e-02    3.79e-02    4.1e-04
 388000      5.11e-01    1.37e+00      3.46e-03    2.69e-02      2.51e-02    6.67e-02    4.1e-04
 389000      5.01e-01    4.42e-01      2.42e-02    2.60e-02      2.27e-02    1.92e-02    4.1e-04
 390000      5.87e-01    1.01e+00      1.38e-02    1.85e-02      2.85e-02    4.95e-02    4.1e-04
 391000      5.52e-01    5.94e-01      7.13e-03    4.83e-03      2.72e-02    2.94e-02    4.1e-04
 392000      6.14e-01    1.08e+00      2.05e-02    1.01e-02      2.93e-02    5.35e-02    4.1e-04
 393000      7.47e-01    5.19e-01      9.78e-03    2.84e-03      3.68e-02    2.57e-02    4.1e-04
 394000      1.01e+00    6.58e-01      3.89e-03    1.55e-02      4.99e-02    3.20e-02    4.1e-04
 395000      4.14e-01    4.63e-01      2.98e-02    8.24e-04      1.68e-02    2.31e-02    4.0e-04
 396000      8.78e-01    1.33e+00      5.03e-03    2.21e-02      4.37e-02    6.58e-02    4.0e-04
 397000      9.20e-01    7.44e-01      8.21e-03    1.42e-02      4.57e-02    3.66e-02    4.0e-04
 398000      1.55e+00    4.30e-01      1.41e-02    3.77e-03      7.69e-02    2.13e-02    4.0e-04
 399000      4.21e-01    1.37e+00      2.92e-02    2.31e-02      1.74e-02    6.78e-02    4.0e-04
 400000      1.75e+00    4.30e-01      2.62e-02    1.86e-03      8.68e-02    2.15e-02    4.0e-04
 401000      4.80e-01    8.59e-01      1.15e-02    3.19e-04      2.36e-02    4.30e-02    4.0e-04
 402000      6.98e-01    8.57e-01      9.94e-04    7.01e-03      3.49e-02    4.28e-02    4.0e-04
 403000      6.44e-01    2.75e-01      1.09e-02    9.76e-03      3.20e-02    1.32e-02    4.0e-04
 404000      6.61e-01    6.03e-01      1.13e-02    6.77e-03      3.28e-02    3.01e-02    4.0e-04
 405000      2.54e-01    4.20e-01      7.07e-04    6.05e-03      1.28e-02    2.10e-02    3.9e-04
 406000      7.34e-01    7.66e-01      2.60e-02    3.71e-03      3.54e-02    3.85e-02    3.9e-04
 407000      7.79e-01    1.39e+00      9.34e-04    1.04e-02      3.92e-02    6.97e-02    3.9e-04
 408000      6.27e-01    5.41e-01      9.08e-03    2.91e-03      3.13e-02    2.72e-02    3.9e-04
 409000      7.24e-01    9.23e-01      8.58e-03    3.48e-03      3.63e-02    4.65e-02    3.9e-04
 410000      5.82e-01    4.84e-01      3.63e-03    1.04e-02      2.95e-02    2.41e-02    3.9e-04
 411000      5.51e-01    1.11e+00      1.93e-02    2.50e-03      2.67e-02    5.64e-02    3.9e-04
 412000      6.35e-01    1.02e+00      8.64e-04    1.19e-02      3.22e-02    5.15e-02    3.9e-04
 413000      5.13e-01    5.58e-01      5.28e-03    1.44e-02      2.59e-02    2.76e-02    3.9e-04
 414000      6.60e-01    5.19e-01      1.41e-02    1.28e-04      3.29e-02    2.63e-02    3.9e-04
 415000      4.78e-01    7.12e-01      1.43e-03    2.25e-03      2.43e-02    3.63e-02    3.8e-04
 416000      1.28e+00    8.06e-01      1.07e-02    5.73e-03      6.53e-02    4.10e-02    3.8e-04
 417000      5.53e-01    1.06e+00      1.45e-02    1.79e-02      2.75e-02    5.36e-02    3.8e-04
 418000      6.53e-01    3.69e-01      3.03e-03    3.63e-04      3.32e-02    1.88e-02    3.8e-04
 419000      2.02e+00    4.88e-01      1.22e-02    1.86e-03      1.03e-01    2.48e-02    3.8e-04
 420000      6.29e-01    8.97e-01      4.17e-03    5.75e-03      3.22e-02    4.59e-02    3.8e-04
 421000      7.65e-01    3.47e-01      2.63e-03    7.81e-03      3.92e-02    1.75e-02    3.8e-04
 422000      1.29e+00    6.31e-01      2.39e-02    2.52e-02      6.56e-02    3.06e-02    3.8e-04
 423000      4.78e-01    3.17e-01      9.56e-04    3.44e-03      2.45e-02    1.62e-02    3.8e-04
 424000      1.17e+00    5.10e-01      1.06e-02    2.38e-02      5.99e-02    2.41e-02    3.8e-04
 425000      5.89e-01    4.56e-01      5.23e-03    2.24e-03      3.03e-02    2.35e-02    3.8e-04
 426000      7.27e-01    8.01e-01      1.53e-02    4.64e-03      3.69e-02    4.12e-02    3.8e-04
 427000      8.02e-01    6.26e-01      6.46e-03    5.28e-03      4.13e-02    3.22e-02    3.8e-04
 428000      4.50e-01    4.94e-01      1.63e-02    1.44e-03      2.21e-02    2.54e-02    3.8e-04
 429000      5.86e-01    9.37e-01      9.50e-03    3.03e-04      2.99e-02    4.83e-02    3.8e-04
 430000      1.58e+00    4.85e-01      1.87e-04    3.26e-03      8.22e-02    2.51e-02    3.7e-04
 431000      9.42e-01    5.68e-01      3.18e-03    1.11e-02      4.88e-02    2.91e-02    3.7e-04
 432000      8.55e-01    8.04e-01      2.04e-02    1.88e-02      4.34e-02    4.09e-02    3.7e-04
 433000      4.18e-01    4.00e-01      7.91e-03    4.39e-03      2.14e-02    2.07e-02    3.7e-04
 434000      6.09e-01    2.04e+00      9.93e-03    6.51e-03      3.13e-02    1.06e-01    3.7e-04
 435000      1.04e+00    6.26e-01      1.43e-02    4.46e-03      5.38e-02    3.26e-02    3.7e-04
 436000      6.41e-01    6.29e-01      5.57e-03    1.18e-02      3.33e-02    3.24e-02    3.7e-04
 437000      4.56e-01    6.74e-01      1.48e-02    1.48e-03      2.29e-02    3.51e-02    3.7e-04
 438000      1.52e+00    5.33e-01      1.01e-02    2.04e-03      7.91e-02    2.78e-02    3.7e-04
 439000      1.08e+00    6.14e-01      2.68e-03    1.81e-03      5.61e-02    3.20e-02    3.7e-04
 440000      4.24e-01    3.83e-01      4.54e-03    3.39e-04      2.22e-02    2.01e-02    3.6e-04
 441000      6.87e-01    3.13e-01      2.09e-03    8.05e-03      3.60e-02    1.60e-02    3.6e-04
 442000      2.99e-01    4.68e-01      6.77e-03    7.89e-04      1.54e-02    2.46e-02    3.6e-04
 443000      2.76e-01    9.43e-01      2.08e-02    1.56e-02      1.12e-02    4.90e-02    3.6e-04
 444000      1.52e+00    3.01e-01      3.55e-03    5.98e-04      7.94e-02    1.58e-02    3.6e-04
 445000      1.48e+00    4.02e-01      1.22e-02    9.44e-04      7.80e-02    2.12e-02    3.6e-04
 446000      3.78e-01    4.62e-01      2.73e-03    7.70e-05      1.99e-02    2.44e-02    3.6e-04
 447000      1.33e+00    5.39e-01      1.16e-02    9.20e-04      6.98e-02    2.84e-02    3.6e-04
 448000      9.78e-01    4.10e-01      1.09e-02    7.41e-03      5.14e-02    2.14e-02    3.6e-04
 449000      4.91e-01    9.97e-01      8.55e-03    1.97e-02      2.56e-02    5.19e-02    3.6e-04
 450000      4.31e-01    7.07e-01      2.80e-02    2.23e-02      1.91e-02    3.62e-02    3.5e-04
 451000      7.36e-01    3.04e-01      9.09e-03    4.70e-03      3.88e-02    1.60e-02    3.5e-04
 452000      7.06e-01    5.22e-01      3.50e-03    1.63e-02      3.74e-02    2.67e-02    3.5e-04
 453000      2.37e+00    7.23e-01      2.38e-02    5.81e-03      1.25e-01    3.82e-02    3.5e-04
 454000      4.23e-01    5.10e-01      6.06e-03    6.17e-03      2.23e-02    2.69e-02    3.5e-04
 455000      1.40e+00    4.14e-01      1.24e-02    7.72e-03      7.43e-02    2.18e-02    3.5e-04
 456000      7.67e-01    1.25e+00      3.37e-03    1.34e-02      4.09e-02    6.66e-02    3.5e-04
 457000      5.73e-01    4.28e-01      5.41e-04    1.31e-02      3.06e-02    2.21e-02    3.5e-04
 458000      2.82e-01    2.71e-01      8.17e-03    1.15e-02      1.46e-02    1.35e-02    3.5e-04
 459000      6.30e-01    5.84e-01      1.30e-02    1.89e-02      3.31e-02    3.00e-02    3.5e-04
 460000      5.83e-01    6.80e-01      1.31e-02    6.82e-03      3.07e-02    3.63e-02    3.5e-04
 461000      1.59e+00    6.21e-01      3.53e-03    2.79e-03      8.55e-02    3.33e-02    3.5e-04
 462000      1.58e+00    7.16e-01      3.65e-03    4.94e-03      8.45e-02    3.84e-02    3.5e-04
 463000      1.16e+00    5.13e-01      3.23e-03    3.27e-03      6.25e-02    2.75e-02    3.5e-04
