#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
2068000      8.48e-02    1.21e-01      1.21e-03    1.02e-03      2.71e-02    3.88e-02    8.6e-06
2069000      8.01e-02    1.07e-01      4.75e-04    1.21e-03      2.58e-02    3.43e-02    8.6e-06
2070000      8.98e-02    9.97e-02      1.66e-03    2.37e-03      2.86e-02    3.14e-02    8.5e-06
2071000      1.73e-01    1.19e-01      3.60e-03    9.31e-04      5.47e-02    3.84e-02    8.5e-06
2072000      1.20e-01    1.28e-01      1.29e-03    1.22e-03      3.86e-02    4.13e-02    8.5e-06
2073000      1.52e-01    8.68e-02      3.57e-03    2.60e-03      4.78e-02    2.68e-02    8.5e-06
2074000      9.98e-02    5.98e-02      5.79e-04    1.41e-03      3.23e-02    1.88e-02    8.5e-06
2075000      9.20e-02    1.83e-01      2.58e-03    1.49e-03      2.87e-02    5.93e-02    8.4e-06
2076000      1.88e-01    6.76e-02      5.83e-04    5.66e-04      6.14e-02    2.19e-02    8.4e-06
2077000      9.88e-02    1.54e-01      9.73e-04    9.27e-04      3.20e-02    5.00e-02    8.4e-06
2078000      1.08e-01    5.78e-02      3.21e-03    1.16e-04      3.36e-02    1.88e-02    8.4e-06
2079000      5.29e-02    5.92e-02      1.34e-04    3.03e-03      1.72e-02    1.64e-02    8.4e-06
2080000      9.07e-02    6.78e-02      2.17e-04    3.65e-04      2.97e-02    2.22e-02    8.3e-06
2081000      9.83e-02    1.08e-01      7.13e-04    3.56e-03      3.21e-02    3.34e-02    8.3e-06
2082000      1.05e-01    6.42e-02      4.46e-03    6.66e-04      3.09e-02    2.09e-02    8.3e-06
2083000      1.13e-01    5.73e-02      2.24e-03    1.14e-03      3.63e-02    1.84e-02    8.3e-06
2084000      4.76e-02    1.07e-01      8.05e-04    9.35e-05      1.53e-02    3.50e-02    8.3e-06
2085000      1.45e-01    1.25e-01      2.32e-03    2.58e-03      4.73e-02    4.03e-02    8.2e-06
2086000      8.08e-02    1.22e-01      1.70e-03    2.05e-03      2.60e-02    3.97e-02    8.2e-06
2087000      9.79e-02    2.60e-02      2.43e-04    1.19e-04      3.23e-02    8.57e-03    8.2e-06
2088000      7.04e-02    6.92e-02      3.36e-03    2.10e-04      2.01e-02    2.28e-02    8.2e-06
2089000      5.34e-02    1.86e-01      1.30e-04    4.43e-04      1.76e-02    6.14e-02    8.2e-06
2090000      6.71e-02    1.27e-01      1.06e-03    1.18e-04      2.19e-02    4.21e-02    8.1e-06
2091000      3.79e-02    1.39e-01      9.20e-04    5.22e-04      1.21e-02    4.62e-02    8.1e-06
2092000      1.61e-01    5.74e-02      4.73e-03    5.65e-04      5.07e-02    1.89e-02    8.1e-06
2093000      1.59e-01    2.12e-01      2.45e-03    5.77e-03      5.20e-02    6.74e-02    8.1e-06
2094000      2.05e-01    7.16e-02      1.42e-02    3.27e-04      4.73e-02    2.37e-02    8.1e-06
2095000      6.06e-02    8.25e-02      9.43e-04    1.70e-03      1.99e-02    2.68e-02    8.0e-06
2096000      7.83e-02    1.10e-01      2.44e-03    2.90e-03      2.47e-02    3.52e-02    8.0e-06
2097000      2.58e-01    8.65e-02      3.64e-03    1.26e-03      8.48e-02    2.85e-02    8.0e-06
2098000      1.57e-01    1.26e-01      1.03e-02    6.17e-05      3.82e-02    4.20e-02    8.0e-06
2099000      1.45e-01    8.20e-02      1.12e-03    1.30e-03      4.82e-02    2.69e-02    8.0e-06
2100000      3.15e-01    8.19e-02      1.03e-02    4.42e-04      9.90e-02    2.74e-02    7.9e-06
2101000      1.79e-01    3.74e-02      1.37e-02    1.10e-04      3.66e-02    1.25e-02    7.9e-06
2102000      5.51e-02    1.14e-01      1.15e-03    3.04e-05      1.80e-02    3.82e-02    7.9e-06
2103000      1.64e-01    8.24e-02      1.36e-03    1.90e-03      5.47e-02    2.68e-02    7.9e-06
2104000      7.73e-02    6.52e-02      7.65e-04    9.66e-04      2.57e-02    2.16e-02    7.9e-06
2105000      1.09e-01    5.94e-02      1.32e-03    3.43e-03      3.62e-02    1.60e-02    7.9e-06
2106000      5.16e-02    5.30e-02      3.25e-04    1.15e-03      1.73e-02    1.74e-02    7.9e-06
2107000      3.22e-02    6.80e-02      9.74e-04    8.35e-04      1.03e-02    2.27e-02    7.9e-06
2108000      1.03e-01    9.70e-02      1.91e-03    1.28e-03      3.41e-02    3.23e-02    7.9e-06
2109000      8.86e-02    1.36e-01      8.82e-04    2.48e-03      2.96e-02    4.50e-02    7.9e-06
2110000      5.63e-02    9.14e-02      9.79e-04    1.22e-03      1.87e-02    3.06e-02    7.8e-06
2111000      1.24e-01    7.10e-02      1.26e-03    1.28e-03      4.16e-02    2.36e-02    7.8e-06
2112000      1.30e-01    2.23e-01      3.35e-03    3.84e-04      4.23e-02    7.55e-02    7.8e-06
2113000      3.89e-02    9.20e-02      1.39e-03    8.77e-05      1.22e-02    3.11e-02    7.8e-06
2114000      5.77e-02    1.24e-01      2.20e-03    3.04e-04      1.79e-02    4.18e-02    7.8e-06
2115000      1.35e-01    9.19e-02      1.79e-04    1.02e-04      4.60e-02    3.12e-02    7.7e-06
2116000      2.64e-01    7.19e-02      9.83e-03    1.49e-03      8.27e-02    2.38e-02    7.7e-06
2117000      1.20e-01    9.10e-02      8.46e-04    5.54e-03      4.07e-02    2.40e-02    7.7e-06
2118000      1.74e-01    6.98e-02      1.38e-03    2.30e-03      5.89e-02    2.23e-02    7.7e-06
2119000      1.98e-01    7.76e-02      6.67e-03    4.35e-03      6.29e-02    2.15e-02    7.7e-06
2120000      1.95e-01    1.16e-01      1.56e-02    2.38e-03      3.74e-02    3.86e-02    7.6e-06
2121000      1.51e-01    5.76e-02      2.84e-03    1.84e-03      5.06e-02    1.86e-02    7.6e-06
2122000      6.56e-02    1.13e-01      4.33e-04    3.03e-03      2.24e-02    3.71e-02    7.6e-06
2123000      3.83e-02    7.73e-02      7.57e-04    9.09e-04      1.28e-02    2.62e-02    7.6e-06
2124000      1.96e-01    1.14e-01      1.62e-02    2.60e-05      3.43e-02    3.90e-02    7.6e-06
2125000      2.03e-01    6.83e-02      1.51e-03    9.18e-04      6.95e-02    2.32e-02    7.5e-06
2126000      8.64e-02    1.05e-01      1.87e-04    1.08e-03      2.96e-02    3.59e-02    7.5e-06
2127000      4.80e-02    6.14e-02      8.84e-05    1.52e-03      1.65e-02    2.04e-02    7.5e-06
2128000      6.82e-02    1.01e-01      7.81e-04    1.12e-03      2.32e-02    3.45e-02    7.5e-06
2129000      7.65e-02    9.75e-02      1.48e-03    2.51e-03      2.57e-02    3.23e-02    7.5e-06
2130000      1.76e-01    1.32e-01      1.84e-03    6.09e-03      6.02e-02    4.02e-02    7.4e-06
2131000      8.23e-02    3.00e-01      6.61e-04    4.12e-03      2.83e-02    1.02e-01    7.4e-06
2132000      5.25e-02    6.97e-02      7.18e-04    2.41e-04      1.79e-02    2.40e-02    7.4e-06
2133000      1.68e-01    3.63e-02      8.23e-04    6.37e-04      5.80e-02    1.23e-02    7.4e-06
2134000      1.42e-01    1.00e-01      2.26e-03    1.73e-03      4.82e-02    3.40e-02    7.4e-06
2135000      1.09e-01    6.85e-02      1.11e-04    6.29e-04      3.77e-02    2.36e-02    7.3e-06
2136000      8.69e-02    1.72e-01      2.44e-03    7.16e-04      2.88e-02    5.97e-02    7.3e-06
2137000      1.18e-01    6.84e-02      3.83e-04    9.68e-04      4.10e-02    2.35e-02    7.3e-06
2138000      1.95e-01    6.53e-02      7.93e-03    9.25e-04      6.13e-02    2.24e-02    7.3e-06
2139000      9.39e-02    7.34e-02      2.04e-03    3.49e-04      3.17e-02    2.54e-02    7.3e-06
2140000      4.04e-02    1.17e-01      2.27e-04    2.02e-03      1.40e-02    4.01e-02    7.2e-06
2141000      7.85e-02    1.12e-01      5.82e-04    2.93e-03      2.73e-02    3.77e-02    7.2e-06
2142000      4.68e-02    1.43e-01      3.74e-05    4.84e-03      1.63e-02    4.67e-02    7.2e-06
2143000      9.42e-02    4.07e-02      1.42e-03    1.13e-03      3.24e-02    1.36e-02    7.2e-06
2144000      7.49e-02    4.93e-02      8.23e-04    4.78e-04      2.59e-02    1.71e-02    7.2e-06
2145000      1.72e-01    7.58e-02      4.41e-03    2.84e-03      5.81e-02    2.45e-02    7.2e-06
2146000      9.23e-02    5.15e-02      1.89e-04    3.59e-05      3.23e-02    1.80e-02    7.2e-06
2147000      1.01e-01    7.16e-02      2.42e-03    4.33e-04      3.42e-02    2.50e-02    7.2e-06
2148000      7.43e-02    1.25e-01      9.10e-04    6.23e-04      2.58e-02    4.39e-02    7.2e-06
2149000      1.18e-01    7.53e-02      1.32e-04    5.03e-04      4.15e-02    2.63e-02    7.2e-06
2150000      2.11e-01    1.11e-01      6.59e-04    4.39e-03      7.43e-02    3.56e-02    7.1e-06
2151000      7.50e-02    9.47e-02      1.63e-03    1.26e-03      2.57e-02    3.30e-02    7.1e-06
2152000      9.47e-02    1.02e-01      1.82e-03    1.59e-04      3.27e-02    3.59e-02    7.1e-06
2153000      9.44e-02    5.30e-02      1.26e-03    6.94e-05      3.29e-02    1.87e-02    7.1e-06
2154000      9.41e-02    9.50e-02      1.67e-03    1.06e-03      3.25e-02    3.32e-02    7.1e-06
2155000      6.63e-02    9.93e-02      3.34e-04    6.02e-04      2.34e-02    3.51e-02    7.0e-06
2156000      2.70e-01    7.40e-02      9.84e-03    1.36e-04      8.85e-02    2.62e-02    7.0e-06
2157000      1.15e-01    1.31e-01      1.52e-03    1.96e-03      4.01e-02    4.56e-02    7.0e-06
2158000      6.14e-02    6.01e-02      2.55e-04    1.95e-05      2.17e-02    2.12e-02    7.0e-06
2159000      2.57e-01    6.81e-02      1.17e-02    1.15e-03      8.02e-02    2.37e-02    7.0e-06
2160000      3.62e-01    1.60e-01      1.00e-02    2.90e-03      1.23e-01    5.60e-02    6.9e-06
2161000      8.52e-02    8.26e-02      1.06e-03    1.65e-03      3.00e-02    2.87e-02    6.9e-06
2162000      7.38e-02    1.09e-01      1.85e-03    2.29e-03      2.53e-02    3.79e-02    6.9e-06
2163000      6.65e-02    9.10e-02      2.39e-03    3.60e-03      2.19e-02    2.95e-02    6.9e-06
2164000      4.53e-02    1.54e-01      1.21e-03    1.81e-03      1.55e-02    5.43e-02    6.9e-06
2165000      6.68e-02    4.36e-02      7.17e-04    8.04e-04      2.37e-02    1.53e-02    6.8e-06
2166000      1.23e-01    2.06e-01      3.49e-03    9.62e-05      4.20e-02    7.36e-02    6.8e-06
2167000      5.52e-02    1.00e-01      4.60e-03    1.68e-03      9.97e-03    3.53e-02    6.8e-06
2168000      7.58e-02    7.14e-02      5.17e-04    4.02e-04      2.70e-02    2.55e-02    6.8e-06
2169000      7.61e-02    1.15e-01      1.52e-03    1.64e-03      2.66e-02    4.05e-02    6.8e-06
2170000      5.75e-02    3.87e-02      1.45e-03    8.54e-04      1.99e-02    1.35e-02    6.8e-06
2171000      1.04e-01    4.23e-02      7.11e-05    3.05e-04      3.72e-02    1.51e-02    6.8e-06
2172000      5.50e-02    1.76e-01      1.58e-03    3.18e-03      1.89e-02    6.21e-02    6.8e-06
2173000      7.38e-02    6.23e-02      1.50e-04    1.82e-03      2.65e-02    2.13e-02    6.8e-06
2174000      5.97e-02    5.87e-02      9.21e-04    2.09e-03      2.12e-02    1.96e-02    6.8e-06
2175000      1.39e-01    8.07e-02      6.44e-04    6.53e-04      5.00e-02    2.90e-02    6.7e-06
2176000      1.02e-01    1.11e-01      3.24e-04    8.60e-05      3.68e-02    4.01e-02    6.7e-06
2177000      9.15e-02    7.38e-02      2.50e-04    7.98e-04      3.30e-02    2.65e-02    6.7e-06
2178000      5.19e-02    5.58e-02      7.97e-04    1.75e-04      1.85e-02    2.01e-02    6.7e-06
2179000      3.56e-02    9.95e-02      4.77e-04    4.77e-04      1.27e-02    3.59e-02    6.7e-06
2180000      1.32e-01    4.84e-02      5.00e-04    5.16e-04      4.79e-02    1.75e-02    6.6e-06
2181000      1.36e-01    1.59e-01      3.81e-03    2.05e-03      4.72e-02    5.72e-02    6.6e-06
2182000      7.00e-02    3.43e-02      3.10e-04    3.73e-04      2.54e-02    1.24e-02    6.6e-06
2183000      1.50e-01    3.73e-02      3.68e-03    1.27e-03      5.27e-02    1.26e-02    6.6e-06
2184000      2.08e-01    8.36e-02      3.72e-03    3.51e-04      7.42e-02    3.03e-02    6.6e-06
2185000      6.56e-02    7.80e-02      3.36e-03    9.37e-04      2.03e-02    2.82e-02    6.5e-06
2186000      1.08e-01    8.17e-02      8.18e-04    8.25e-04      3.94e-02    2.96e-02    6.5e-06
2187000      6.26e-02    6.29e-02      2.01e-03    1.76e-03      2.15e-02    2.19e-02    6.5e-06
2188000      6.78e-02    8.77e-02      5.27e-04    4.81e-04      2.46e-02    3.19e-02    6.5e-06
2189000      5.83e-02    9.44e-02      3.18e-04    8.05e-04      2.12e-02    3.43e-02    6.5e-06
2190000      5.38e-02    2.12e-01      1.92e-03    1.27e-03      1.83e-02    7.75e-02    6.5e-06
2191000      9.04e-02    5.62e-02      8.51e-04    2.39e-04      3.30e-02    2.06e-02    6.5e-06
2192000      9.10e-02    5.54e-02      5.02e-04    1.83e-04      3.33e-02    2.03e-02    6.5e-06
2193000      6.85e-02    6.49e-02      1.66e-03    7.70e-04      2.43e-02    2.36e-02    6.5e-06
2194000      5.09e-02    7.52e-02      1.77e-04    2.72e-03      1.86e-02    2.55e-02    6.5e-06
2195000      2.09e-01    7.01e-02      1.40e-03    1.33e-03      7.69e-02    2.53e-02    6.4e-06
2196000      1.81e-01    9.04e-02      6.57e-03    1.55e-03      6.17e-02    3.27e-02    6.4e-06
2197000      4.73e-02    6.98e-02      3.62e-04    5.54e-05      1.74e-02    2.57e-02    6.4e-06
2198000      6.27e-02    4.49e-02      4.34e-03    8.51e-04      1.61e-02    1.62e-02    6.4e-06
2199000      3.86e-02    8.44e-02      6.08e-04    1.49e-03      1.40e-02    3.06e-02    6.4e-06
2200000      6.33e-02    9.75e-02      5.00e-04    4.84e-04      2.34e-02    3.60e-02    6.3e-06
2201000      8.42e-02    1.05e-01      1.39e-03    1.10e-03      3.07e-02    3.87e-02    6.3e-06
2202000      6.93e-02    9.93e-02      8.47e-04    2.20e-03      2.54e-02    3.58e-02    6.3e-06
2203000      1.03e-01    1.19e-01      1.59e-03    2.59e-03      3.78e-02    4.27e-02    6.3e-06
2204000      1.04e-01    1.43e-01      2.11e-03    3.24e-03      3.75e-02    5.13e-02    6.3e-06
2205000      1.31e-01    1.27e-01      3.08e-03    3.44e-03      4.74e-02    4.53e-02    6.2e-06
2206000      7.07e-02    4.22e-02      1.53e-03    2.24e-05      2.56e-02    1.57e-02    6.2e-06
2207000      8.58e-02    8.95e-02      1.96e-03    3.26e-03      3.10e-02    3.08e-02    6.2e-06
2208000      4.97e-02    8.64e-02      5.05e-04    2.10e-03      1.84e-02    3.11e-02    6.2e-06
2209000      1.60e-01    6.48e-02      6.74e-04    4.36e-05      5.95e-02    2.41e-02    6.2e-06
2210000      8.03e-02    8.21e-02      1.98e-03    2.41e-03      2.90e-02    2.92e-02    6.2e-06
2211000      2.35e-01    1.44e-01      9.10e-03    5.08e-04      8.06e-02    5.38e-02    6.2e-06
2212000      7.73e-02    1.08e-01      1.60e-04    7.05e-04      2.89e-02    4.02e-02    6.2e-06
2213000      4.67e-02    9.83e-02      2.54e-04    4.46e-03      1.74e-02    3.24e-02    6.2e-06
2214000      2.61e-01    1.16e-01      1.02e-02    4.10e-03      8.92e-02    4.02e-02    6.2e-06
2215000      1.21e-01    5.05e-02      2.38e-03    4.70e-05      4.43e-02    1.90e-02    6.1e-06
2216000      1.25e-01    7.91e-02      6.11e-04    2.79e-03      4.69e-02    2.77e-02    6.1e-06
2217000      1.44e-01    4.39e-02      7.17e-04    8.08e-04      5.39e-02    1.62e-02    6.1e-06
2218000      7.10e-02    4.10e-02      3.20e-03    1.70e-03      2.36e-02    1.39e-02    6.1e-06
2219000      9.80e-02    9.51e-02      4.43e-04    2.55e-04      3.68e-02    3.57e-02    6.1e-06
2220000      1.53e-01    7.02e-02      4.37e-03    6.64e-04      5.50e-02    2.64e-02    6.0e-06
2221000      4.33e-02    4.39e-02      5.23e-04    2.20e-04      1.62e-02    1.65e-02    6.0e-06
2222000      5.19e-02    1.40e-01      1.18e-03    1.57e-03      1.90e-02    5.25e-02    6.0e-06
2223000      5.71e-02    6.01e-02      9.79e-05    1.91e-03      2.16e-02    2.14e-02    6.0e-06
2224000      9.85e-02    9.45e-02      2.78e-04    3.20e-05      3.72e-02    3.57e-02    6.0e-06
2225000      6.71e-02    6.00e-02      3.12e-04    2.97e-03      2.54e-02    1.95e-02    6.0e-06
2226000      4.69e-02    1.28e-01      5.32e-04    2.89e-03      1.77e-02    4.74e-02    6.0e-06
2227000      1.39e-01    1.12e-01      2.69e-03    1.57e-03      5.17e-02    4.21e-02    6.0e-06
2228000      8.17e-02    8.75e-02      1.66e-03    1.04e-03      3.03e-02    3.29e-02    6.0e-06
2229000      4.86e-02    9.73e-02      4.41e-04    2.94e-03      1.83e-02    3.50e-02    6.0e-06
2230000      4.78e-02    5.80e-02      5.02e-04    9.04e-04      1.81e-02    2.18e-02    5.9e-06
2231000      5.10e-02    6.23e-02      7.05e-04    3.77e-04      1.92e-02    2.37e-02    5.9e-06
2232000      4.90e-02    1.31e-01      1.74e-03    3.25e-03      1.74e-02    4.81e-02    5.9e-06
2233000      4.94e-02    5.40e-02      1.03e-03    5.54e-04      1.84e-02    2.05e-02    5.9e-06
2234000      1.18e-01    1.46e-01      1.49e-04    2.90e-03      4.50e-02    5.43e-02    5.9e-06
2235000      5.36e-02    4.27e-02      3.39e-04    4.22e-04      2.05e-02    1.63e-02    5.8e-06
2236000      5.98e-02    5.99e-02      8.23e-05    1.03e-03      2.29e-02    2.26e-02    5.8e-06
2237000      2.82e-02    2.34e-02      4.16e-04    7.40e-05      1.07e-02    8.96e-03    5.8e-06
2238000      8.44e-02    9.14e-02      2.47e-03    2.24e-03      3.08e-02    3.39e-02    5.8e-06
2239000      3.29e-02    6.76e-02      1.62e-03    4.60e-04      1.08e-02    2.58e-02    5.8e-06
2240000      9.97e-02    1.52e-01      2.16e-04    5.04e-03      3.84e-02    5.48e-02    5.8e-06
2241000      1.14e-01    1.19e-01      6.11e-03    1.20e-03      3.63e-02    4.56e-02    5.8e-06
2242000      7.42e-02    6.88e-02      6.51e-04    7.69e-04      2.84e-02    2.63e-02    5.8e-06
2243000      1.25e-01    6.47e-02      7.50e-04    9.57e-04      4.82e-02    2.46e-02    5.8e-06
2244000      9.30e-02    5.30e-02      3.39e-04    1.34e-03      3.58e-02    1.97e-02    5.8e-06
2245000      8.68e-02    5.56e-02      6.10e-04    3.26e-04      3.35e-02    2.15e-02    5.7e-06
2246000      5.50e-02    9.94e-02      2.70e-04    4.30e-04      2.13e-02    3.84e-02    5.7e-06
2247000      1.51e-01    6.98e-02      4.69e-04    3.20e-03      5.82e-02    2.38e-02    5.7e-06
2248000      1.51e-01    4.62e-02      4.01e-04    7.90e-04      5.84e-02    1.76e-02    5.7e-06
2249000      8.79e-02    5.47e-02      1.23e-03    4.84e-04      3.36e-02    2.11e-02    5.7e-06
2250000      7.63e-02    1.33e-01      1.94e-04    1.52e-04      2.97e-02    5.18e-02    5.6e-06
2251000      5.21e-02    9.59e-02      4.95e-04    1.41e-03      2.01e-02    3.68e-02    5.6e-06
2252000      1.06e-01    6.89e-02      2.11e-03    1.53e-03      4.03e-02    2.61e-02    5.6e-06
2253000      7.08e-02    5.33e-02      1.27e-03    1.63e-03      2.70e-02    1.97e-02    5.6e-06
2254000      4.99e-02    7.87e-02      9.17e-04    2.21e-03      1.90e-02    2.93e-02    5.6e-06
2255000      1.38e-01    6.97e-02      3.77e-03    2.13e-03      5.15e-02    2.58e-02    5.6e-06
2256000      3.80e-02    1.04e-01      1.58e-04    1.12e-03      1.48e-02    4.03e-02    5.6e-06
2257000      1.63e-01    9.02e-02      4.64e-03    1.32e-03      6.08e-02    3.48e-02    5.6e-06
2258000      3.92e-02    9.54e-02      1.09e-03    6.09e-03      1.47e-02    2.79e-02    5.6e-06
2259000      1.37e-01    5.51e-02      1.52e-03    1.37e-04      5.33e-02    2.15e-02    5.6e-06
2260000      6.12e-02    4.61e-02      1.13e-03    9.33e-04      2.36e-02    1.77e-02    5.5e-06
2261000      3.89e-02    6.58e-02      1.23e-03    2.50e-03      1.44e-02    2.38e-02    5.5e-06
2262000      1.17e-01    7.96e-02      3.12e-03    2.00e-03      4.41e-02    3.02e-02    5.5e-06
2263000      1.17e-01    6.48e-02      4.12e-03    6.20e-04      4.28e-02    2.53e-02    5.5e-06
2264000      7.64e-02    1.46e-01      8.24e-04    1.34e-03      2.98e-02    5.72e-02    5.5e-06
2265000      4.59e-02    4.46e-02      3.76e-04    7.84e-04      1.80e-02    1.73e-02    5.4e-06
2266000      1.56e-01    5.50e-02      1.67e-04    4.85e-04      6.16e-02    2.16e-02    5.4e-06
2267000      1.12e-01    7.44e-02      1.20e-03    2.53e-04      4.40e-02    2.93e-02    5.4e-06
2268000      3.37e-02    5.82e-02      2.63e-04    3.59e-04      1.33e-02    2.29e-02    5.4e-06
2269000      5.49e-02    1.26e-01      1.93e-03    1.86e-03      2.02e-02    4.89e-02    5.4e-06
2270000      5.34e-02    6.20e-02      1.10e-04    2.38e-03      2.12e-02    2.25e-02    5.4e-06
2271000      1.80e-01    5.67e-02      8.33e-03    2.08e-03      6.26e-02    2.08e-02    5.4e-06
2272000      2.81e-02    4.27e-02      1.54e-03    1.00e-03      9.17e-03    1.64e-02    5.4e-06
2273000      1.81e-01    7.90e-02      4.73e-03    1.28e-03      6.90e-02    3.09e-02    5.4e-06
2274000      1.80e-01    8.42e-02      2.80e-03    1.51e-03      7.02e-02    3.28e-02    5.4e-06
2275000      1.44e-01    7.80e-02      2.16e-03    2.38e-03      5.65e-02    2.95e-02    5.3e-06
2276000      9.65e-02    4.54e-02      4.66e-04    9.29e-04      3.84e-02    1.77e-02    5.3e-06
2277000      4.66e-02    1.86e-01      1.09e-03    4.94e-03      1.80e-02    7.11e-02    5.3e-06
2278000      8.54e-02    1.12e-01      1.37e-03    1.28e-03      3.35e-02    4.44e-02    5.3e-06
2279000      1.06e-01    8.74e-02      2.79e-04    2.00e-03      4.22e-02    3.38e-02    5.3e-06
2280000      4.73e-02    1.03e-01      1.21e-03    3.13e-03      1.82e-02    3.91e-02    5.2e-06
2281000      5.36e-02    4.94e-02      8.48e-04    4.51e-04      2.12e-02    1.97e-02    5.2e-06
2282000      8.21e-02    1.08e-01      1.21e-03    4.76e-04      3.25e-02    4.31e-02    5.2e-06
2283000      6.41e-02    6.50e-02      1.50e-03    2.08e-03      2.49e-02    2.45e-02    5.2e-06
2284000      1.27e-01    3.89e-02      1.67e-03    2.07e-04      5.04e-02    1.56e-02    5.2e-06
2285000      5.58e-02    1.18e-01      1.03e-03    1.85e-04      2.20e-02    4.76e-02    5.2e-06
2286000      1.48e-01    7.69e-02      2.30e-03    5.13e-04      5.89e-02    3.09e-02    5.2e-06
2287000      6.46e-02    4.90e-02      4.22e-04    6.38e-04      2.59e-02    1.95e-02    5.2e-06
2288000      9.39e-02    9.27e-02      1.46e-03    3.97e-03      3.73e-02    3.34e-02    5.2e-06
2289000      1.17e-01    6.69e-02      5.86e-04    2.70e-03      4.72e-02    2.44e-02    5.2e-06
2290000      7.44e-02    6.95e-02      5.77e-04    1.55e-04      3.00e-02    2.81e-02    5.1e-06
2291000      7.13e-02    8.55e-02      8.24e-04    6.32e-05      2.86e-02    3.45e-02    5.1e-06
2292000      8.70e-02    9.93e-02      1.46e-03    6.84e-03      3.46e-02    2.81e-02    5.1e-06
2293000      4.40e-02    1.03e-01      7.57e-04    6.89e-04      1.75e-02    4.17e-02    5.1e-06
2294000      5.53e-02    1.47e-01      2.17e-03    3.47e-03      2.04e-02    5.75e-02    5.1e-06
2295000      1.94e-01    4.56e-02      9.29e-04    9.09e-05      7.86e-02    1.85e-02    5.1e-06
2296000      8.81e-02    5.24e-02      2.93e-05    1.55e-03      3.58e-02    2.03e-02    5.1e-06
2297000      8.43e-02    8.01e-02      3.57e-03    6.14e-04      3.08e-02    3.24e-02    5.1e-06
2298000      8.39e-02    3.48e-02      1.05e-03    9.04e-04      3.38e-02    1.36e-02    5.1e-06
2299000      9.30e-02    9.03e-02      1.84e-03    2.33e-03      3.70e-02    3.53e-02    5.1e-06
2300000      1.19e-01    9.25e-02      2.52e-03    3.09e-03      4.72e-02    3.54e-02    5.0e-06
2301000      1.08e-01    4.90e-02      1.69e-03    1.50e-03      4.35e-02    1.90e-02    5.0e-06
2302000      4.85e-02    7.49e-02      1.26e-03    2.33e-03      1.91e-02    2.89e-02    5.0e-06
2303000      1.47e-01    5.44e-02      4.15e-03    1.33e-03      5.71e-02    2.15e-02    5.0e-06
2304000      6.35e-02    8.62e-02      4.66e-04    7.07e-04      2.58e-02    3.50e-02    5.0e-06
2305000      8.24e-02    5.32e-02      1.99e-03    1.20e-03      3.27e-02    2.12e-02    5.0e-06
2306000      1.26e-01    1.22e-01      2.09e-04    4.00e-03      5.15e-02    4.70e-02    5.0e-06
2307000      1.23e-01    4.37e-02      9.16e-04    7.22e-04      5.01e-02    1.76e-02    5.0e-06
2308000      5.61e-02    5.25e-02      1.50e-03    1.74e-03      2.21e-02    2.02e-02    5.0e-06
2309000      7.91e-02    9.50e-02      1.03e-04    7.38e-05      3.24e-02    3.89e-02    5.0e-06
2310000      5.85e-02    4.97e-02      7.18e-04    2.07e-04      2.39e-02    2.05e-02    4.9e-06
2311000      2.04e-01    5.57e-02      4.59e-03    3.11e-03      8.18e-02    1.87e-02    4.9e-06
2312000      5.13e-02    6.03e-02      2.95e-04    1.18e-04      2.11e-02    2.48e-02    4.9e-06
2313000      1.31e-01    9.31e-02      3.93e-03    1.37e-03      5.11e-02    3.79e-02    4.9e-06
2314000      1.45e-01    1.04e-01      8.14e-04    5.51e-03      5.95e-02    3.60e-02    4.9e-06
2315000      6.41e-02    1.17e-01      2.26e-03    1.19e-03      2.47e-02    4.83e-02    4.8e-06
2316000      6.81e-02    5.67e-02      4.93e-04    6.16e-04      2.81e-02    2.33e-02    4.8e-06
2317000      8.09e-02    5.19e-02      3.88e-04    1.48e-03      3.34e-02    2.05e-02    4.8e-06
2318000      4.17e-02    4.83e-02      3.43e-04    4.73e-04      1.72e-02    1.99e-02    4.8e-06
2319000      1.60e-01    8.63e-02      1.05e-03    4.03e-03      6.60e-02    3.13e-02    4.8e-06
2320000      6.53e-02    1.29e-01      2.03e-04    3.31e-03      2.72e-02    5.16e-02    4.8e-06
2321000      8.56e-02    4.68e-02      6.37e-04    1.66e-04      3.55e-02    1.94e-02    4.8e-06
2322000      8.85e-02    4.35e-02      8.72e-04    3.20e-04      3.66e-02    1.81e-02    4.8e-06
2323000      7.91e-02    6.71e-02      2.88e-04    8.49e-04      3.29e-02    2.76e-02    4.8e-06
2324000      6.50e-02    5.95e-02      4.33e-04    2.03e-03      2.70e-02    2.31e-02    4.8e-06
2325000      5.50e-02    7.29e-02      2.70e-04    4.21e-03      2.30e-02    2.44e-02    4.7e-06
2326000      9.49e-02    5.48e-02      1.82e-03    3.49e-04      3.89e-02    2.28e-02    4.7e-06
2327000      4.81e-02    4.33e-02      1.40e-04    2.66e-04      2.01e-02    1.81e-02    4.7e-06
2328000      8.34e-02    1.13e-01      1.88e-03    1.81e-03      3.39e-02    4.64e-02    4.7e-06
2329000      6.13e-02    4.53e-02      2.62e-03    3.34e-04      2.29e-02    1.89e-02    4.7e-06
